I,Q,A
1774,"¿Qué sanción se aplica a quien permita que un menor frecuente espectáculos capaces de pervertirle?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador."
1775,"¿Qué establece el artículo 249 sobre autorizar que un menor resida o trabaje en una casa de prostitución?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador."
1776,"¿Qué sucede si alguien permite que un menor mendigue o sirva a un mendigo para inspirar conmiseración?","Será sancionado con privación de libertad de seis (6) meses a dos (2) años e inhabilitación para ejercer la autoridad de padre, tutor o curador."
1777,"¿Cuál es la pena para quien embaraza a una mujer fuera del matrimonio y luego la abandona sin prestarle asistencia necesaria?","Será sancionado con reclusión de seis (6) meses a tres (3) años."
1778,"¿Qué sanción se impone si el abandono de una mujer embarazada resulta en un delito de aborto, infanticidio, exposición o suicidio?","Será sancionado con privación de libertad de uno (1) a cinco (5) años."
1779,"¿Qué artículo me protege si alguien intenta contraer matrimonio conmigo a sabiendas de que ya estoy casado?","Artículo 241."
1780,"¿Qué artículo sanciona a un oficial del Registro Civil por autorizar matrimonios ilegales?","Artículo 242."
1781,"¿En qué artículo se sanciona la simulación de un matrimonio mediante engaño?","Artículo 243."
1782,"¿Qué artículo me protege si alguien altera el estado civil de un recién nacido con hechos falsos en el registro de nacimientos?","Artículo 244."
1783,"¿En qué artículo se contempla una atenuación de la pena si alguien comete un delito para salvar su honor o el de un familiar?","Artículo 245."
1784,"¿Qué artículo establece la pena para quien retiene a un menor de dieciséis años contra su voluntad?","Artículo 246."
1785,"¿Qué artículo sanciona a quien induce a fugar a un menor de dieciséis años?","Artículo 247."
1786,"¿En qué artículo se sanciona el abandono de las obligaciones familiares como el sustento, habitación y educación?","Artículo 248."
1787,"¿Qué artículo sanciona a un tutor o padre por permitir que un menor frecuente casas de mala fama?","Artículo 249."
1788,"¿Qué artículo protege a una mujer embarazada que ha sido abandonada por el padre de su hijo?","Artículo 250."
1789,"¿Qué establece el artículo 251 sobre el homicidio?","El artículo 251 establece que quien matare a otro será sancionado con presidio de cinco (5) a veinte (20) años, con una agravante si la víctima es niña, niño o adolescente, aumentando la pena a diez (10) a veinticinco (25) años."
1790,"¿Cuál es la pena por asesinato según el artículo 252?","El artículo 252 sanciona el asesinato con presidio de treinta (30) años sin derecho a indulto."
1791,"¿Qué circunstancias agravan el asesinato según el artículo 252?","El asesinato se agrava si la víctima es descendiente, cónyuge, conviviente, si es por motivos fútiles, con alevosía, ensañamiento, en virtud de promesas, para ocultar otro delito, o para evitar la captura del delincuente."
1792,"¿Qué castiga el artículo 253 del Código Penal?","El artículo 253 castiga el parricidio, es decir, el asesinato de un padre, madre, abuelo u otro ascendiente en línea recta, con la pena de treinta (30) años de presidio sin derecho a indulto."
1793,"¿Qué establece el artículo 254 sobre el homicidio por emoción violenta?","El artículo 254 establece que quien matare a otro en estado de emoción violenta excusable o por móviles honorables será sancionado con reclusión de uno (1) a seis (6) años, con una pena mayor si la víctima es ascendiente, descendiente, cónyuge o conviviente."
1794,"¿Cuál es la sanción por homicidio en prácticas deportivas según el artículo 255?","El artículo 255 establece que el deportista que cause la muerte de otro en un deporte autorizado con infracción de los reglamentos será sancionado con reclusión de seis (6) meses a dos (2) años."
1795,"¿Qué establece el artículo 256 sobre el homicidio-suicidio?","El artículo 256 establece que quien instigue o ayude al suicidio, si este se consuma, será sancionado con reclusión de dos (2) a seis (6) años, agravándose si la víctima es niña, niño o adolescente."
1796,"¿Cuál es la pena para el homicidio piadoso según el artículo 257?","El artículo 257 establece una pena de reclusión de uno (1) a tres (3) años por homicidio piadoso, es decir, cuando la muerte se produce por móviles piadosos y apremiantes instancias del interesado para acelerar una muerte inminente o evitar graves padecimientos."
1797,"¿Cómo se sanciona el infanticidio según el artículo 258?","El artículo 258 establece que la madre que, para encubrir su fragilidad o deshonra, diere muerte a su hijo durante el parto o hasta tres (3) días después, será sancionada con privación de libertad de uno (1) a tres (3) años."
1798,"¿Qué pena establece el artículo 259 para el homicidio en riña o pelea?","El artículo 259 establece una sanción de uno (1) a seis (6) años de privación de libertad si en una riña o pelea con más de dos personas no se identifica al autor de la muerte."
1799,"¿Qué consecuencias establece el artículo 260 para el homicidio culposo?","El artículo 260 establece que quien por culpa cause la muerte de una persona será sancionado con reclusión de seis (6) meses a tres (3) años, agravándose la pena si la muerte ocurre por una grave violación de deberes inherentes a una profesión, oficio o cargo."
1800,"¿Qué artículo establece una mayor sanción si la víctima de homicidio es un niño, niña o adolescente?","El artículo 251 establece una sanción mayor si la víctima es un niño, niña o adolescente."
1801,"¿Qué artículo me protege en caso de asesinato por motivos fútiles?","El artículo 252 me protege en caso de asesinato por motivos fútiles."
1802,"¿Qué artículo sanciona el homicidio de un familiar directo como un padre o abuelo?","El artículo 253 sanciona el homicidio de un familiar directo, como un padre o abuelo."
1803,"¿Qué artículo podría aplicarse si alguien comete homicidio en un estado emocional alterado?","El artículo 254 podría aplicarse si alguien comete homicidio en un estado de emoción violenta excusable."
1804,"¿Qué artículo regula la responsabilidad de un deportista que cause la muerte de otro durante una competición?","El artículo 255 regula la responsabilidad de un deportista que cause la muerte de otro durante una competición."
1805,"¿Qué artículo sanciona a una persona que instiga o ayuda a otro a suicidarse?","El artículo 256 sanciona a una persona que instiga o ayuda a otro a suicidarse."
1806,"¿Qué artículo podría aplicarse si alguien comete un homicidio por razones piadosas?","El artículo 257 podría aplicarse si alguien comete un homicidio por razones piadosas."
1807,"¿Qué artículo establece la sanción para una madre que mata a su hijo recién nacido para encubrir su deshonra?","El artículo 258 establece la sanción para una madre que mata a su hijo recién nacido para encubrir su deshonra."
1808,"¿Qué artículo regula el castigo si durante una riña o pelea alguien causa la muerte de otra persona sin que se identifique al autor?","El artículo 259 regula el castigo si en una riña o pelea alguien causa la muerte sin que se identifique al autor."
1809,"¿Qué artículo establece sanciones si alguien causa la muerte de otra persona por negligencia o imprudencia?","El artículo 260 establece sanciones si alguien causa la muerte de otra persona por negligencia o imprudencia."
1810,"¿Qué establece el artículo 261 sobre las consecuencias de un accidente de tránsito con resultado de muerte?","El artículo 261 establece que quien resulte culpable de la muerte o lesiones graves ocasionadas en un accidente de tránsito será sancionado con reclusión de uno (1) a tres (3) años."
1811,"¿Cómo se agrava la sanción en accidentes de tránsito según el artículo 261?","Si el accidente se produce bajo la influencia de alcohol o estupefacientes, la pena será de uno (1) a cinco (5) años y se impondrá inhabilitación para conducir por un período de uno (1) a cinco (5) años."
1812,"¿Qué pena establece el artículo 262 para quien omita prestar socorro en un accidente de tránsito?","El artículo 262 establece una pena de privación de libertad de uno (1) a cuatro (4) años para quien omita prestar socorro o asistencia a las víctimas de un accidente de tránsito."
